"keyfield","com_nm","sci_nm","length","tot_count"
"202410051458-270","Great Barracuda","Sphyraena barracuda",52,3
"202410051458-270","Great Barracuda","Sphyraena barracuda",99,3
"202410051458-270","Great Barracuda","Sphyraena barracuda",45,3
"202410051458-270","Atlantic Bay Scallop","Argopecten irradians",40,1
"202410051521-257","Gray Snapper","Lutjanus griseus",145,1
"202410051532-256","Gray Snapper","Lutjanus griseus",167,1
"202410051542-269","Gray Snapper","Lutjanus griseus",180,3
"202410051542-269","Gray Snapper","Lutjanus griseus",180,3
"202410051542-269","Gray Snapper","Lutjanus griseus",196,3
"202410051542-269","Great Barracuda","Sphyraena barracuda",198,3
"202410051542-269","Great Barracuda","Sphyraena barracuda",224,3
"202410051542-269","Great Barracuda","Sphyraena barracuda",52,3
"202410051553-282","Great Barracuda","Sphyraena barracuda",187,1
"202410051553-282","Gray Snapper","Lutjanus griseus",162,2
"202410051553-282","Gray Snapper","Lutjanus griseus",174,2
"202410051603-268","Gray Snapper","Lutjanus griseus",NA,4
"202410051603-268","Gray Snapper","Lutjanus griseus",197,4
"202410051603-268","Gray Snapper","Lutjanus griseus",156,4
"202410051603-268","Gray Snapper","Lutjanus griseus",203,4
"202410051615-281","Bluestriped Grunt","Haemulon sciurus",168,1
"202410051615-281","Great Barracuda","Sphyraena barracuda",79,1
"202410051625-280","Gray Snapper","Lutjanus griseus",156,2
"202410051625-280","Gray Snapper","Lutjanus griseus",202,2
"202410051625-280","Spotted Seatrout","Cynoscion nebulosus",58,1
"202410051637-279","Gray Snapper","Lutjanus griseus",160,2
"202410051637-279","Gray Snapper","Lutjanus griseus",218,2
"202410051645-278","Great Barracuda","Sphyraena barracuda",56,1
"202410060822-070","Lane Snapper","Lutjanus synagris",28,1
"202410060822-070","Common Snook","Centropomus undecimalis",950,1
"202410060924-174","Gray Snapper","Lutjanus griseus",220,6
"202410060924-174","Gray Snapper","Lutjanus griseus",194,6
"202410060924-174","Gray Snapper","Lutjanus griseus",173,6
"202410060924-174","Gray Snapper","Lutjanus griseus",203,6
"202410060924-174","Gray Snapper","Lutjanus griseus",197,6
"202410060924-174","Gray Snapper","Lutjanus griseus",216,6
"202410060924-174","Lane Snapper","Lutjanus synagris",70,13
"202410060924-174","Lane Snapper","Lutjanus synagris",61,13
"202410060924-174","Lane Snapper","Lutjanus synagris",125,13
"202410060924-174","Lane Snapper","Lutjanus synagris",118,13
"202410060924-174","Lane Snapper","Lutjanus synagris",56,13
"202410060924-174","Lane Snapper","Lutjanus synagris",63,13
"202410060924-174","Lane Snapper","Lutjanus synagris",45,13
"202410060924-174","Lane Snapper","Lutjanus synagris",57,13
"202410060924-174","Lane Snapper","Lutjanus synagris",70,13
"202410060924-174","Lane Snapper","Lutjanus synagris",60,13
"202410060924-174","Lane Snapper","Lutjanus synagris",49,13
"202410060924-174","Lane Snapper","Lutjanus synagris",47,13
"202410060924-174","Lane Snapper","Lutjanus synagris",59,13
"202410060924-174","Mutton Snapper","Lutjanus analis",129,1
"202410060924-174","Bluestriped Grunt","Haemulon sciurus",93,1
"202410060941-171","Gray Snapper","Lutjanus griseus",150,12
"202410060941-171","Gray Snapper","Lutjanus griseus",210,12
"202410060941-171","Gray Snapper","Lutjanus griseus",203,12
"202410060941-171","Gray Snapper","Lutjanus griseus",222,12
"202410060941-171","Gray Snapper","Lutjanus griseus",197,12
"202410060941-171","Gray Snapper","Lutjanus griseus",152,12
"202410060941-171","Gray Snapper","Lutjanus griseus",201,12
"202410060941-171","Gray Snapper","Lutjanus griseus",203,12
"202410060941-171","Gray Snapper","Lutjanus griseus",198,12
"202410060941-171","Gray Snapper","Lutjanus griseus",190,12
"202410060941-171","Gray Snapper","Lutjanus griseus",221,12
"202410060941-171","Gray Snapper","Lutjanus griseus",192,12
"202410060941-171","Bluestriped Grunt","Haemulon sciurus",147,4
"202410060941-171","Bluestriped Grunt","Haemulon sciurus",104,4
"202410060941-171","Bluestriped Grunt","Haemulon sciurus",109,4
"202410060941-171","Bluestriped Grunt","Haemulon sciurus",93,4
"202410060941-171","Lane Snapper","Lutjanus synagris",43,3
"202410060941-171","Lane Snapper","Lutjanus synagris",56,3
"202410060941-171","Lane Snapper","Lutjanus synagris",112,3
"202410060941-171","Sailor's Grunt","Haemulon parra",86,1
"202410061000-173","Great Barracuda","Sphyraena barracuda",153,2
"202410061000-173","Great Barracuda","Sphyraena barracuda",70,2
"202410061000-173","Spotted Seatrout","Cynoscion nebulosus",57,1
"202410061011-168","Lane Snapper","Lutjanus synagris",30,7
"202410061011-168","Lane Snapper","Lutjanus synagris",101,7
"202410061011-168","Lane Snapper","Lutjanus synagris",58,7
"202410061011-168","Lane Snapper","Lutjanus synagris",50,7
"202410061011-168","Lane Snapper","Lutjanus synagris",87,7
"202410061011-168","Lane Snapper","Lutjanus synagris",81,7
"202410061011-168","Lane Snapper","Lutjanus synagris",58,7
"202410061011-168","Gray Snapper","Lutjanus griseus",209,3
"202410061011-168","Gray Snapper","Lutjanus griseus",186,3
"202410061011-168","Gray Snapper","Lutjanus griseus",200,3
"202410061011-168","Grass Porgy","Calamus arctifrons",78,2
"202410061011-168","Grass Porgy","Calamus arctifrons",73,2
"202410061011-168","Bluestriped Grunt","Haemulon sciurus",124,1
"202410061038-158","Lane Snapper","Lutjanus synagris",105,1
"202410061051-167","Gray Snapper","Lutjanus griseus",206,8
"202410061051-167","Gray Snapper","Lutjanus griseus",209,8
"202410061051-167","Gray Snapper","Lutjanus griseus",253,8
"202410061051-167","Gray Snapper","Lutjanus griseus",126,8
"202410061051-167","Gray Snapper","Lutjanus griseus",203,8
"202410061051-167","Gray Snapper","Lutjanus griseus",198,8
"202410061051-167","Gray Snapper","Lutjanus griseus",205,8
"202410061051-167","Gray Snapper","Lutjanus griseus",225,8
"202410061051-167","Bluestriped Grunt","Haemulon sciurus",171,3
"202410061051-167","Bluestriped Grunt","Haemulon sciurus",183,3
"202410061051-167","Bluestriped Grunt","Haemulon sciurus",197,3
"202410061143-130","Great Barracuda","Sphyraena barracuda",236,1
"202410061143-130","Lane Snapper","Lutjanus synagris",93,3
"202410061143-130","Lane Snapper","Lutjanus synagris",59,3
"202410061143-130","Lane Snapper","Lutjanus synagris",106,3
"202410061155-106","Lane Snapper","Lutjanus synagris",107,2
"202410061155-106","Lane Snapper","Lutjanus synagris",77,2
"202410061155-106","Barred Hamlet","Hypoplectrus puella",50,1
"202410061155-106","Blue Croaker","Corvula batabana",66,1
"202410061207-101","Lane Snapper","Lutjanus synagris",177,1
"202410061224-119","Hogfish","Lachnolaimus maximus",146,1
"202410061224-119","Lane Snapper","Lutjanus synagris",80,5
"202410061224-119","Lane Snapper","Lutjanus synagris",73,5
"202410061224-119","Lane Snapper","Lutjanus synagris",54,5
"202410061224-119","Lane Snapper","Lutjanus synagris",54,5
"202410061224-119","Lane Snapper","Lutjanus synagris",54,5
"202410061224-119","Great Barracuda","Sphyraena barracuda",217,1
"202410061345-159","Gray Snapper","Lutjanus griseus",153,4
"202410061345-159","Gray Snapper","Lutjanus griseus",170,4
"202410061345-159","Gray Snapper","Lutjanus griseus",115,4
"202410061345-159","Gray Snapper","Lutjanus griseus",98,4
"202410061345-159","Spotted Seatrout","Cynoscion nebulosus",113,5
"202410061345-159","Spotted Seatrout","Cynoscion nebulosus",28,5
"202410061345-159","Spotted Seatrout","Cynoscion nebulosus",24,5
"202410061345-159","Spotted Seatrout","Cynoscion nebulosus",53,5
"202410061345-159","Spotted Seatrout","Cynoscion nebulosus",53,5
"202410061345-159","Gulf Flounder","Paralichthys albigutta",164,1
"202410061345-159","Lane Snapper","Lutjanus synagris",74,1
"202410061359-146","Gray Snapper","Lutjanus griseus",195,1
"202410061359-146","Bluestriped Grunt","Haemulon sciurus",77,1
"202410061359-146","Lane Snapper","Lutjanus synagris",58,1
"202410061422-122","Gray Snapper","Lutjanus griseus",161,1
"202410061422-122","Spotted Seatrout","Cynoscion nebulosus",48,1
"202410061431-123","Lane Snapper","Lutjanus synagris",94,1
"202410061431-123","Gray Snapper","Lutjanus griseus",187,1
"202410061454-111","Grass Porgy","Calamus arctifrons",172,1
"202410061454-111","Lane Snapper","Lutjanus synagris",68,1
"202410061506-105","Yellowtail Snapper","Ocyurus chrysurus",114,1
"202410061506-105","Lane Snapper","Lutjanus synagris",80,7
"202410061506-105","Lane Snapper","Lutjanus synagris",38,7
"202410061506-105","Lane Snapper","Lutjanus synagris",98,7
"202410061506-105","Lane Snapper","Lutjanus synagris",123,7
"202410061506-105","Lane Snapper","Lutjanus synagris",84,7
"202410061506-105","Lane Snapper","Lutjanus synagris",81,7
"202410061506-105","Lane Snapper","Lutjanus synagris",99,7
"202410061506-105","Gray Snapper","Lutjanus griseus",148,5
"202410061506-105","Gray Snapper","Lutjanus griseus",203,5
"202410061506-105","Gray Snapper","Lutjanus griseus",172,5
"202410061506-105","Gray Snapper","Lutjanus griseus",161,5
"202410061506-105","Gray Snapper","Lutjanus griseus",168,5
"202410061523-023","Grass Porgy","Calamus arctifrons",203,8
"202410061523-023","Grass Porgy","Calamus arctifrons",97,8
"202410061523-023","Grass Porgy","Calamus arctifrons",113,8
"202410061523-023","Grass Porgy","Calamus arctifrons",123,8
"202410061523-023","Grass Porgy","Calamus arctifrons",108,8
"202410061523-023","Grass Porgy","Calamus arctifrons",127,8
"202410061523-023","Grass Porgy","Calamus arctifrons",117,8
"202410061523-023","Grass Porgy","Calamus arctifrons",85,8
"202410061523-023","Lane Snapper","Lutjanus synagris",142,7
"202410061523-023","Lane Snapper","Lutjanus synagris",146,7
"202410061523-023","Lane Snapper","Lutjanus synagris",86,7
"202410061523-023","Lane Snapper","Lutjanus synagris",70,7
"202410061523-023","Lane Snapper","Lutjanus synagris",115,7
"202410061523-023","Lane Snapper","Lutjanus synagris",81,7
"202410061523-023","Lane Snapper","Lutjanus synagris",45,7
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",82,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",90,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",73,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",78,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",85,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",86,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",93,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",90,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",88,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",85,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",83,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",86,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",84,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",88,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",85,16
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",82,16
"202410061534-022","Lane Snapper","Lutjanus synagris",67,6
"202410061534-022","Lane Snapper","Lutjanus synagris",136,6
"202410061534-022","Lane Snapper","Lutjanus synagris",113,6
"202410061534-022","Lane Snapper","Lutjanus synagris",145,6
"202410061534-022","Lane Snapper","Lutjanus synagris",121,6
"202410061534-022","Lane Snapper","Lutjanus synagris",80,6
"202410070834-239","Spotted Seatrout","Cynoscion nebulosus",68,1
"202410070858-225","Bluestriped Grunt","Haemulon sciurus",215,2
"202410070858-225","Bluestriped Grunt","Haemulon sciurus",83,2
"202410070858-225","Gray Snapper","Lutjanus griseus",205,2
"202410070858-225","Gray Snapper","Lutjanus griseus",176,2
"202410070858-225","Lane Snapper","Lutjanus synagris",58,1
"202410070908-240","Gray Snapper","Lutjanus griseus",168,2
"202410070908-240","Gray Snapper","Lutjanus griseus",198,2
"202410070908-240","Great Barracuda","Sphyraena barracuda",84,2
"202410070908-240","Great Barracuda","Sphyraena barracuda",65,2
"202410070908-240","Spotted Seatrout","Cynoscion nebulosus",38,2
"202410070908-240","Spotted Seatrout","Cynoscion nebulosus",27,2
"202410070908-240","Lane Snapper","Lutjanus synagris",58,1
"202410070921-226","Spotted Seatrout","Cynoscion nebulosus",200,1
"202410070921-226","Gray Snapper","Lutjanus griseus",176,2
"202410070921-226","Gray Snapper","Lutjanus griseus",168,2
"202410070921-226","Lane Snapper","Lutjanus synagris",111,1
"202410070921-226","Bluestriped Grunt","Haemulon sciurus",102,1
"202410070932-227","Great Barracuda","Sphyraena barracuda",86,1
"202410070944-228","Great Barracuda","Sphyraena barracuda",98,1
"202410071018-243","Lane Snapper","Lutjanus synagris",117,1
"202410071018-243","Great Barracuda","Sphyraena barracuda",44,1
"202410071045-241","Gray Snapper","Lutjanus griseus",167,4
"202410071045-241","Gray Snapper","Lutjanus griseus",164,4
"202410071045-241","Gray Snapper","Lutjanus griseus",172,4
"202410071045-241","Gray Snapper","Lutjanus griseus",162,4
"202410071045-241","Lane Snapper","Lutjanus synagris",118,1
"202410071100-255","Gray Snapper","Lutjanus griseus",198,2
"202410071100-255","Gray Snapper","Lutjanus griseus",193,2
"202410071100-255","Great Barracuda","Sphyraena barracuda",68,1
"202410071110-253","Great Barracuda","Sphyraena barracuda",86,2
"202410071110-253","Great Barracuda","Sphyraena barracuda",86,2
"202410071110-253","Spotted Seatrout","Cynoscion nebulosus",39,1
"202410071110-253","Gray Snapper","Lutjanus griseus",222,1
"202410071122-254","Great Barracuda","Sphyraena barracuda",252,2
"202410071122-254","Great Barracuda","Sphyraena barracuda",59,2
"202410071122-254","Gray Snapper","Lutjanus griseus",173,1
"202410071132-267","Spotted Seatrout","Cynoscion nebulosus",153,1
"202410071132-267","Gray Snapper","Lutjanus griseus",200,2
"202410071132-267","Gray Snapper","Lutjanus griseus",171,2
"202410071229-290","Gray Snapper","Lutjanus griseus",185,1
"202410071229-290","Great Barracuda","Sphyraena barracuda",216,1
"202410071237-301","Black Drum","Pogonias cromis",463,1
"202410071237-301","Gray Snapper","Lutjanus griseus",209,2
"202410071237-301","Gray Snapper","Lutjanus griseus",201,2
"202410071237-301","Spotted Seatrout","Cynoscion nebulosus",54,1
"202410071252-609","Great Barracuda","Sphyraena barracuda",219,2
"202410071252-609","Great Barracuda","Sphyraena barracuda",177,2
"202410071252-609","Gray Snapper","Lutjanus griseus",190,2
"202410071252-609","Gray Snapper","Lutjanus griseus",190,2
"202410071301-312","Great Barracuda","Sphyraena barracuda",247,1
"202410071301-312","Hogchoker","Trinectes maculatus",98,1
"202410071323-266","Spotted Seatrout","Cynoscion nebulosus",112,7
"202410071323-266","Spotted Seatrout","Cynoscion nebulosus",59,7
"202410071323-266","Spotted Seatrout","Cynoscion nebulosus",61,7
"202410071323-266","Spotted Seatrout","Cynoscion nebulosus",47,7
"202410071323-266","Spotted Seatrout","Cynoscion nebulosus",26,7
"202410071323-266","Spotted Seatrout","Cynoscion nebulosus",41,7
"202410071323-266","Spotted Seatrout","Cynoscion nebulosus",29,7
"202410071323-266","Sheepshead","Archosargus probatocephalus",116,1
"202410071342-265","Gray Snapper","Lutjanus griseus",187,1
"202410071342-265","Spotted Seatrout","Cynoscion nebulosus",37,1
"202410071400-237","Sheepshead","Archosargus probatocephalus",121,1
"202410071400-237","Gray Snapper","Lutjanus griseus",211,1
"202411020827-265","Spotted Seatrout","Cynoscion nebulosus",175,1
"202411020827-265","Gray Snapper","Lutjanus griseus",93,1
"202411020827-265","Lane Snapper","Lutjanus synagris",64,1
"202411020849-280","Gray Snapper","Lutjanus griseus",216,2
"202411020849-280","Gray Snapper","Lutjanus griseus",173,2
"202411020849-280","Great Barracuda","Sphyraena barracuda",121,1
"202411020920-253","Great Barracuda","Sphyraena barracuda",207,2
"202411020920-253","Great Barracuda","Sphyraena barracuda",171,2
"202411020959-268","Gray Snapper","Lutjanus griseus",172,1
"202411021009-269","Gray Snapper","Lutjanus griseus",167,6
"202411021009-269","Gray Snapper","Lutjanus griseus",171,6
"202411021009-269","Gray Snapper","Lutjanus griseus",175,6
"202411021009-269","Gray Snapper","Lutjanus griseus",189,6
"202411021009-269","Gray Snapper","Lutjanus griseus",187,6
"202411021009-269","Gray Snapper","Lutjanus griseus",189,6
"202411021009-269","Great Barracuda","Sphyraena barracuda",403,1
"202411021019-256","Gray Snapper","Lutjanus griseus",171,1
"202411021029-270","Gray Snapper","Lutjanus griseus",196,1
"202411021054-292","Great Barracuda","Sphyraena barracuda",104,1
"202411021103-291","Gray Snapper","Lutjanus griseus",172,2
"202411021103-291","Gray Snapper","Lutjanus griseus",198,2
"202411021103-291","Great Barracuda","Sphyraena barracuda",58,2
"202411021103-291","Great Barracuda","Sphyraena barracuda",56,2
"202411021150-312","Gray Snapper","Lutjanus griseus",38,1
"202411021213-304","Bluestriped Grunt","Haemulon sciurus",126,1
"202411021316-323","Spotted Seatrout","Cynoscion nebulosus",38,1
"202411021329-324","Great Barracuda","Sphyraena barracuda",104,1
"202411021426-408","Great Barracuda","Sphyraena barracuda",96,1
"202411021446-402","Great Barracuda","Sphyraena barracuda",248,1
"202411021521-622","Bluestriped Grunt","Haemulon sciurus",192,1
"202411021521-622","Gray Snapper","Lutjanus griseus",183,1
"202411021521-622","Great Barracuda","Sphyraena barracuda",134,1
"202411021617-294","Lined Seahorse","Hippocampus erectus",110,1
"202411021657-243","Great Barracuda","Sphyraena barracuda",62,1
