"keyfield","com_nm","sci_nm","occurrence","abundance","density","year","month","day","time","station","quadrant","lat","long","date","zone","waypoint_start","waypoint_end","tow_time","tow_area","tow_dist_rec","tow_dist_calc","sea_state","atmo","secchi","crew","depth_ft","depth_in","depth_cm","sal","temp","do_sat","do_mgl","chla","cass_spp","cteno_spp","notes","mean_height_Halodule","mean_height_Macroalgae","mean_height_Syringodium","mean_height_Thalassia","mean_height_Algae","mean_pc_Halodule","mean_pc_Macroalgae","mean_pc_Syringodium","mean_pc_Thalassia","mean_pc_Algae"
"202311271554-403","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"15:54",403,"N",25.11520743,-80.65375183,"11/27/2023","Crocodile",NA,NA,NA,387.5627689,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,27.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3333333333333,NA,0,NA,0,7.77777777777778,NA
"202311271603-325","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"16:03",325,"E",25.11131437,-80.67440517,"11/27/2023","Crocodile",NA,NA,NA,387.0462874,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.39,27.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6666666666667,NA,0,NA,0,31.6666666666667,NA
"202311271610-326","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"16:10",326,"N",25.10631449,-80.67309676,"11/27/2023","Crocodile",NA,NA,NA,386.6909388,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.73,27.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7777777777778,NA,0,NA,0,22.2222222222222,NA
"202311271620-402","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"16:20",402,"S",25.11630848,-80.66774617,"11/27/2023","Crocodile",NA,NA,NA,389.5362083,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.96,27.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7777777777778,NA,0,NA,0,7.22222222222222,NA
"202311271635-404","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"16:35",404,"W",25.0967442,-80.65049261,"11/27/2023","Crocodile",NA,NA,NA,395.4493007,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.36,27.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3333333333333,NA,0,NA,0,14.4444444444444,NA
"202311271654-312","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"16:54",312,"S",25.13224625,-80.73557111,"11/27/2023","Whipray",NA,NA,NA,384.2698928,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.37,27.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,NA
"202311271700-301","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"17:00",301,"N",25.13342952,-80.74428393,"11/27/2023","Whipray",NA,NA,NA,389.1570723,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.36,27.193,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0.555555555555556,NA,0,0,NA
"202311271708-609","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"17:08",609,"S",25.13551603,-80.75576286,"11/27/2023","Whipray",NA,NA,NA,392.7478237,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,27.359,NA,NA,NA,NA,NA,NA,10.5555555555556,NA,NA,18.5714285714286,NA,22.7777777777778,NA,0,5.55555555555556,NA
"202311271713-290","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"17:13",290,"E",25.13007961,-80.76349542,"11/27/2023","Whipray",NA,NA,NA,384.3838084,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.32,27.271,NA,NA,NA,NA,NA,NA,15.5555555555556,NA,NA,18.3333333333333,NA,12.7777777777778,NA,0,12.2222222222222,NA
"202311271730-237","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"17:30",237,"E",25.12582974,-80.85871384,"11/27/2023","Whipray",NA,NA,NA,387.9027094,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,27.376,NA,NA,NA,NA,NA,NA,55,NA,61,NA,NA,44.4444444444444,NA,28.3333333333333,0,NA
"202311280752-070","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"7:52",70,"S",25.12910446,-80.94078499,"11/28/2023","West",NA,NA,NA,389.8804709,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.68,24.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.5555555555556,0,0,NA
"202311280804-156","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"8:04",156,"N",25.11395375,-80.94245039,"11/28/2023","West",NA,NA,NA,389.0501742,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.95,23.406,NA,NA,NA,NA,NA,NA,32.2222222222222,NA,NA,NA,NA,24.4444444444444,15,0,0,NA
"202311280814-068","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"8:14",68,"S",25.11616875,-80.95405539,"11/28/2023","West",NA,NA,NA,386.7784586,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.83,24.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,NA
"202311280826-065","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"8:26",65,"N",25.12916054,-80.97843549,"11/28/2023","West",NA,NA,NA,384.8117205,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.05,23.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.2222222222222,0,0,NA
"202311280843-143","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"8:43",143,"W",25.09964316,-80.96265019,"11/28/2023","West",NA,NA,NA,387.7360313,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.84,23.352,NA,NA,NA,NA,NA,NA,36.6666666666667,NA,NA,NA,NA,47.2222222222222,NA,0,0,NA
"202311280915-158","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"9:15",158,"W",25.08811855,-80.92187667,"11/28/2023","West",NA,NA,NA,387.0746096,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,24.118,NA,NA,NA,NA,NA,NA,NA,NA,47.7777777777778,NA,NA,0,NA,95.5555555555556,0,NA
"202311280927-172","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"9:27",172,"S",25.09899868,-80.88811118,"11/28/2023","West",NA,NA,NA,386.2583205,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.81,23.607,NA,NA,NA,NA,NA,NA,47.7777777777778,NA,47.2222222222222,47.5,NA,37.7777777777778,NA,55.5555555555556,2.77777777777778,NA
"202311280938-173","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"9:38",173,"W",25.09678896,-80.88458835,"11/28/2023","West",NA,NA,NA,389.6778333,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.75,24.189,NA,NA,NA,NA,NA,NA,40,NA,42.2222222222222,NA,NA,2.22222222222222,NA,92.2222222222222,0,NA
"202311280946-168","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"9:46",168,"E",25.09480353,-80.89848848,"11/28/2023","West",NA,NA,NA,383.3929651,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.92,24.198,NA,NA,NA,NA,NA,NA,34,NA,45.8333333333333,NA,NA,42.7777777777778,NA,41.1111111111111,0,NA
"202311281007-133","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"10:07",133,"E",25.05662967,-80.93957674,"11/28/2023","West",NA,NA,NA,384.7708769,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.32,24.339,NA,NA,NA,NA,NA,NA,41.25,NA,47,53.3333333333333,NA,36.6666666666667,NA,50,2.22222222222222,NA
"202311281021-135","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"10:21",135,"N",25.04199176,-80.92520873,"11/28/2023","West",NA,NA,NA,385.7199984,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.32,24.88,NA,NA,NA,NA,NA,NA,NA,NA,43.8888888888889,60,NA,0,NA,90.5555555555556,1.11111111111111,NA
"202311281032-122","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"10:32",122,"E",25.02562945,-80.93120389,"11/28/2023","West",NA,NA,NA,385.8561671,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.41,25.121,NA,NA,NA,NA,NA,NA,NA,NA,40,43.75,NA,0,NA,78.8888888888889,6.66666666666667,NA
"202311281044-111","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"10:44",111,"N",25.01958417,-80.95005663,"11/28/2023","West",NA,NA,NA,388.5157302,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.53,23.972,NA,NA,NA,NA,NA,NA,NA,NA,37.2222222222222,43.75,NA,0,NA,80,2.77777777777778,NA
"202311281112-146","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,28,"11:12",146,"S",25.0524445,-80.92001371,"11/28/2023","West",NA,NA,NA,393.0010503,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.25,24.765,NA,NA,NA,NA,NA,NA,29.4444444444444,NA,36.1111111111111,NA,NA,39.4444444444444,5,38.3333333333333,0,NA
"202311291439-106","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,29,"14:39",106,"W",25.07646628,-81.0153701,"11/29/2023","West",NA,NA,NA,387.1005371,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.64,22.078,NA,NA,NA,NA,NA,NA,31.6666666666667,NA,NA,36.25,NA,85.5555555555556,NA,0,3.33333333333333,NA
"202311291451-101","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,29,"14:51",101,"N",25.08402868,-81.03485945,"11/29/2023","West",NA,NA,NA,394.3224054,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.68,21.775,NA,NA,NA,NA,NA,NA,22.5,NA,NA,25.5555555555556,NA,1.66666666666667,32.2222222222222,0,15.5555555555556,NA
"202311291502-020","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,29,"15:02",20,"S",25.07546296,-81.06038922,"11/29/2023","West",NA,NA,NA,386.045334,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.57,22.673,NA,NA,NA,NA,NA,NA,13.3333333333333,NA,NA,NA,NA,1.66666666666667,37.2222222222222,0,0,NA
"202311291515-022","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,29,"15:15",22,"W",25.05712763,-81.04578056,"11/29/2023","West",NA,NA,NA,397.3361968,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.07,22.503,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,3.88888888888889,18.8888888888889,0,0,NA
"202311291547-123","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,29,"15:47",123,"N",25.01796956,-80.92822898,"11/29/2023","West",NA,NA,NA,389.8107848,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.55,22.036,NA,NA,NA,NA,NA,NA,62.2222222222222,NA,74.4444444444444,76.6666666666667,NA,29.4444444444444,NA,57.7777777777778,3.33333333333333,NA
"202311291724-174","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,29,"17:24",174,"W",25.12612126,-80.89286531,"11/29/2023","West",NA,NA,NA,381.9796817,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.06,21.374,NA,NA,NA,NA,NA,NA,24.4444444444444,NA,NA,NA,NA,32.2222222222222,16.6666666666667,0,0,NA
"202405011110-278","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1110",278,"S",25.13936223,-80.80716186,"5/1/2024","Rankin",6783,6784,2,387.354811,605,605.1957785,"Calm","Partly Cloudy","See bottom","IS, JG, KS, RC",3,10,116.84,28.18,25.377,96.8,6.77,0.69,NA,NA,NA,20,NA,NA,23.75,NA,12.2222222222222,NA,0,7.77777777777778,0
"202405011122-265","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1122",265,"N",25.13737539,-80.82214192,"5/1/2024","Rankin",6785,6786,2,397.3234685,615,620.7706191,"Calm","Partly Cloudy","See bottom","IS, JG, KS, RC",2,10,86.36,28.94,25.755,86.6,5.98,1.3,NA,NA,NA,22.2222222222222,NA,NA,22.7777777777778,NA,18.8888888888889,NA,0,18.3333333333333,5
"202405011135-279","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1135",279,"S",25.12809394,-80.79675791,"5/1/2024","Rankin",6787,6788,2,384.3254788,600,600.4628076,"Calm","Partly Cloudy","See bottom","IS, JG, KS, RC",3,8,111.76,28.08,25.707,91.2,6.33,0.99,NA,NA,NA,17.7777777777778,NA,NA,19,NA,13.3333333333333,NA,0,4.44444444444444,0
"202405011142-280","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1142",280,"N",25.12317225,-80.78541602,"5/1/2024","Rankin",6789,6790,2,386.3312061,607,603.5965177,"Calm","Partly Cloudy","See bottom","IS, JG, KS, RC",2,0,60.96,27.93,26.831,91,6.19,2.01,NA,NA,NA,18.3333333333333,NA,NA,25.8333333333333,NA,14.4444444444444,NA,0,5,1.66666666666667
"202405011155-267","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1155",267,"N",25.11407303,-80.79678725,"5/1/2024","Rankin",6791,6792,2,383.9198519,607,599.8290639,"Calm","Partly Cloudy","See bottom","IS, JG, KS, RC",4,6,137.16,29.19,25.83,100.2,6.91,0.77,NA,NA,NA,15,NA,NA,21.6666666666667,NA,10,NA,0,25,17.7777777777778
"202405011204-255","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1204",255,"N",25.09157382,-80.80290469,"5/1/2024","Rankin",6793,6794,2,385.58492,600,602.4305345,"Calm","Partly Cloudy","See bottom","IS, JG, KS, RC",3,10,116.84,30.32,25.42,85.6,5.89,0.71,NA,NA,NA,17.8571428571429,NA,NA,23.8888888888889,NA,21.1111111111111,NA,0,28.3333333333333,2.22222222222222
"202405011212-254","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1212",254,"S",25.09478266,-80.81322148,"5/1/2024","Rankin",6795,6796,2,387.3472656,607,605.1839898,"Calm","Partly Cloudy","See bottom","IS, JG, KS, RC",3,7,109.22,30.42,25.55,100.4,7.05,0.64,NA,NA,NA,NA,NA,NA,NA,NA,14.4444444444444,NA,0,13.8888888888889,1.66666666666667
"202405011219-253","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1219",253,"S",25.10369858,-80.82203714,"5/1/2024","Rankin",6797,6798,2,385.4850283,602,602.2744657,"Calm","Partly Cloudy","See bottom","IS, JG, KS, RC",3,0,91.44,30,25.828,91,6.22,0.82,NA,NA,NA,22.5,NA,NA,23.5714285714286,NA,36.6666666666667,NA,0,13.3333333333333,7.77777777777778
"202405011231-239","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1231",239,"E",25.10044196,-80.82995502,"5/1/2024","Rankin",6799,6800,2,395.6288097,616,618.1229166,"Calm","Partly Cloudy","See bottom","IS, JG, KS, RC",2,8,81.28,29.12,26.034,117.4,8.11,0.89,NA,NA,NA,28.8888888888889,NA,35,37.5,NA,54.4444444444444,NA,0.555555555555556,2.22222222222222,3.88888888888889
"202405011250-240","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1250",240,"S",25.08436865,-80.82629087,"5/1/2024","Rankin",6801,6802,2,384.9783075,602,601.4827747,"Calm","Sunny","See bottom","IS, JG, KS, RC",3,5,104.14,32.3,26.226,104,7.01,1.13,NA,NA,NA,24.4444444444444,NA,NA,26.1111111111111,NA,13.3333333333333,NA,0,18.3333333333333,4.44444444444444
"202405011258-226","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1258",226,"N",25.0714456,-80.83107669,"5/1/2024","Rankin",6803,6804,2,395.2663592,612,617.5566307,"Calm","Sunny","See bottom","IS, JG, KS, RC",4,4,132.08,32.01,25.818,93.9,6.37,1.17,NA,NA,NA,23.3333333333333,NA,35,27.5,NA,17.2222222222222,NA,3.88888888888889,22.7777777777778,3.33333333333333
"202405011306-225","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1306",225,"N",25.08194888,-80.84227458,"5/1/2024","Rankin",6805,6806,2,387.6925757,605,605.7234956,"Calm","Sunny","See bottom","IS, JG, KS, RC",3,0,91.44,30.71,26.186,115,7,0.92,NA,NA,NA,25,NA,NA,29.4444444444444,NA,22.7777777777778,NA,0,16.6666666666667,2.77777777777778
"202405011315-224","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1315",224,"S",25.08287055,-80.84971653,"5/1/2024","Rankin",6807,6808,2,383.048505,601,598.467688,"Calm","Partly Cloudy","See bottom","IS, JG, KS, RC",2,7,78.74,30.6,26.798,134,9.03,0.8,NA,NA,NA,25.5555555555556,NA,28.3333333333333,28.75,NA,22.7777777777778,NA,3.33333333333333,10.5555555555556,2.77777777777778
"202405011416-241","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1416",241,"S",25.06987332,-80.82011609,"5/1/2024","Rankin",6809,6810,2,380.299128,605,594.1721138,"Calm","Cloudy","See bottom","IS, JG, KS, RC",4,7,139.7,31.75,26.368,113.5,7.72,1.34,NA,NA,NA,18.3333333333333,NA,NA,NA,NA,16.6666666666667,NA,0,0,4.44444444444444
"202405011429-243","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1429",243,"W",25.05106366,-80.79639631,"5/1/2024","Rankin",6811,6812,2,384.8524585,600,601.2861507,"Calm","Sunny","See bottom","IS, JG, KS, RC",5,6,167.64,33.04,26.7,95.8,6.37,0.36,NA,NA,NA,NA,NA,NA,22.7777777777778,NA,0,NA,0,18.3333333333333,2.22222222222222
"202405011436-242","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1436",242,"S",25.05830504,-80.80060923,"5/1/2024","Rankin",6813,6814,2,387.2922429,603,605.0980233,"Calm","Sunny","See bottom","IS, JG, KS, RC",3,7,109.22,31.48,26.963,105.9,7.09,0.41,NA,NA,NA,NA,NA,NA,22.2222222222222,NA,0,NA,0,40,2.22222222222222
"202405011444-227","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1444",227,"N",25.05776156,-80.8159088,"5/1/2024","Rankin",6815,6816,2,384.9960731,600,601.5105313,"Calm","Sunny","See bottom","IS, JG, KS, RC",2,10,86.36,31.59,27.678,105.8,6.98,0.55,NA,NA,NA,NA,NA,NA,21.6666666666667,NA,0,NA,0,36.6666666666667,2.77777777777778
"202405011459-228","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1459",228,"S",25.03177917,-80.80902055,"5/1/2024","Rankin",6818,6819,2,382.6957024,601,597.916476,"Calm","Sunny","See bottom","IS, JG, KS, RC",5,5,165.1,34.95,26.875,99.1,6.51,0.43,NA,NA,NA,NA,NA,NA,21.6666666666667,NA,0,NA,0,20,7.77777777777778
"202405011510-229","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1510",229,"E",25.02360145,-80.79157496,"5/1/2024","Rankin",6820,6821,1,193.1156381,301,301.7201945,"Calm","Sunny","See bottom","IS, JG, KS, RC",2,1,63.5,34.68,28.584,136.3,8.72,0.95,NA,NA,"1 min tow due to high amount of cassiopea",5,NA,NA,NA,NA,3.33333333333333,NA,0,0,0
"202405011537-244","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1537",244,"W",25.0373512,-80.78239946,"5/1/2024","Rankin",6822,6823,2,383.3260196,599,598.9012715,"Calm","Sunny","See bottom","IS, JG, KS, RC",2,10,86.36,33.41,27.355,130.2,8.56,0.45,NA,NA,NA,NA,NA,NA,21.6666666666667,NA,0,NA,0,16.1111111111111,2.77777777777778
"202405011550-258","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1550",258,"N",25.04943984,-80.76619254,"5/1/2024","Whipray",6824,6825,2,448.0341359,700,700.1619189,"Calm","Sunny","See bottom","IS, JG, KS, RC",6,11,210.82,33.28,26.512,103.9,6.93,0.19,NA,NA,NA,NA,NA,NA,16.1111111111111,NA,0,NA,0,11.6666666666667,0
"202405011557-257","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1557",257,"S",25.05572652,-80.77432995,"5/1/2024","Whipray",6826,6827,2,382.1511504,599,597.0656783,"Calm","Sunny","See bottom","IS, JG, KS, RC",3,1,93.98,32.6,27.491,118.7,7.83,0.35,NA,NA,NA,NA,NA,NA,21.6666666666667,NA,0,NA,0,24.4444444444444,7.77777777777778
"202405011608-270","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1608",270,"S",25.06421478,-80.76134554,"5/1/2024","Whipray",6828,6829,2,384.4475379,602,600.6535103,"Calm","Sunny","See bottom","IS, JG, KS, RC",5,3,160.02,32.51,27.323,105,6.97,0.43,NA,NA,"lots of dead thalassia",NA,NA,NA,17.7777777777778,NA,0,NA,0,12.2222222222222,0
"202405011618-271","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1618",271,"N",25.06266874,-80.75216903,"5/1/2024","Whipray",6830,6831,2,384.7326363,601,601.0989426,"Calm","Sunny","See bottom","IS, JG, KS, RC",6,8,203.2,31.83,27.328,111.3,7.41,0.28,NA,NA,"dead thalassia present",NA,NA,NA,13.8888888888889,NA,0,NA,0,7.77777777777778,0
"202405011626-269","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1626",269,"S",25.0765532,-80.7737288,"5/1/2024","Whipray",6832,6833,2,385.4273667,602,602.1843763,"Calm","Sunny","See bottom","IS, JG, KS, RC",6,3,190.5,31.16,27.03,101.6,6.8,0.91,NA,NA,"depth forgotten at time of sampling, returned to measure depth the next day",12.5,NA,NA,18.8888888888889,NA,2.22222222222222,NA,0,12.2222222222222,2.22222222222222
"202405011634-256","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1634",256,"N",25.07734948,-80.7865288,"5/1/2024","Whipray",6834,6835,2,384.4455507,600,600.6504056,"Calm","Sunny","See bottom","IS, JG, KS, RC",4,0,121.92,31.04,28.068,148.4,9.78,0.84,NA,NA,NA,25.7142857142857,NA,25,26.6666666666667,NA,10,NA,3.33333333333333,25,0
"202405011644-268","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1644",268,"E",25.09350568,-80.78153587,"5/1/2024","Whipray",6836,6837,2,387.5197593,603,605.4534906,"Calm","Sunny","See bottom","IS, JG, KS, RC",4,5,134.62,30.35,28.016,124.8,8.28,0.92,NA,NA,NA,NA,NA,NA,18.5714285714286,NA,0,NA,0,12.2222222222222,2.22222222222222
"202405011655-281","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1655",281,"N",25.11339074,-80.77037151,"5/1/2024","Whipray",6838,6839,2,382.7024491,601,597.9270169,"Calm","Sunny","See bottom","IS, JG, KS, RC",2,10,86.36,28.3,28.649,138.9,9.21,3.68,NA,NA,NA,22.5,NA,NA,18.3333333333333,NA,22.2222222222222,NA,0,2.22222222222222,20
"202405011722-266","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,1,"1722",266,"W",25.12369545,-80.81800721,"5/1/2024","Rankin",6840,6841,2,385.6103846,602,602.47032,"Calm","Sunny","See bottom","IS, JG, KS, RC",4,0,121.92,30.02,28.233,140.4,9.26,1.02,NA,NA,NA,18.5714285714286,NA,27.5,23.75,NA,14.4444444444444,NA,2.22222222222222,6.11111111111111,6.66666666666667
"202405021633-284","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,2,"1633",284,"S",25.06340484,-80.73851022,"5/2/2024","Whipray",6842,6843,2,385.3656225,600,602.0879082,"Light Chop","Sunny","See bottom","IS, JG, KS, RC",5,0,152.4,31.11,29.253,143.2,9.24,0.42,NA,NA,"dead thalassia present",NA,NA,NA,18.3333333333333,NA,0,NA,0,12.2222222222222,0
"202405021646-294","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,2,"1646",294,"S",25.07746523,-80.72872879,"5/2/2024","Whipray",6844,6845,2,384.494165,600,600.7263596,"Calm","Sunny","See bottom","IS, JG, KS, RC",4,2,127,32.13,29.574,137.1,8.75,1.12,NA,NA,"lots of dead thalassia",NA,NA,NA,12.2222222222222,NA,0,NA,0,7.77777777777778,0
"202405021653-283","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,2,"1653",283,"N",25.08673889,-80.74686354,"5/2/2024","Whipray",6846,6847,2,382.8532967,598,598.1626983,"Calm","Sunny","See bottom","IS, JG, KS, RC",5,7,170.18,32.11,28.466,121.3,7.96,1.05,NA,NA,NA,NA,NA,NA,17.2222222222222,NA,0,NA,0,16.6666666666667,0
"202405021659-282","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,2,"1659",282,"E",25.09234227,-80.75812069,"5/2/2024","Whipray",6848,6849,2,386.2102935,603,603.4076062,"Light Chop","Sunny","See bottom","IS, JG, KS, RC",6,0,182.88,32.05,28.697,111.7,7.22,1.03,NA,NA,NA,18.3333333333333,NA,NA,NA,NA,20,NA,0,0,0
"202405021707-292","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,2,"1707",292,"W",25.10720808,-80.75134384,"5/2/2024","Whipray",6850,6851,2,385.651618,600,602.5347422,"Light Chop","Sunny","See bottom","IS, JG, KS, RC",5,0,152.4,28.61,28.883,117.9,7.79,0.65,NA,NA,NA,NA,NA,NA,22.2222222222222,NA,0,NA,0,23.3333333333333,8.33333333333333
"202405021714-291","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,2,"1714",291,"S",25.11511364,-80.75942709,"5/2/2024","Whipray",6852,6853,2,383.2736408,601,598.819436,"Light Chop","Sunny","See bottom","IS, JG, KS, RC",4,10,147.32,28.55,28.689,109.1,7.21,0.59,NA,NA,NA,NA,NA,NA,27.2222222222222,NA,0,NA,0,27.2222222222222,0
"202405021721-290","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,2,"1721",290,"W",25.13031246,-80.77341146,"5/2/2024","Whipray",6854,6855,2,385.3010908,598,601.9870852,"Light Chop","Sunny","See bottom","IS, JG, KS, RC",3,10,116.84,26.37,29.316,115.9,7.73,0.61,NA,NA,NA,20.625,NA,NA,17.5,NA,16.1111111111111,NA,0,1.66666666666667,5
"202405030742-312","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,3,"742",312,"W",25.13972475,-80.73627803,"5/3/2024","Whipray",6856,6857,2,383.1624208,604,598.6456679,"Calm","Sunny","See bottom","IS, JG, KS, RC",4,7,139.7,24.78,26.019,86.5,6.1,0.78,NA,NA,NA,9,NA,NA,NA,NA,2.77777777777778,NA,0,0,0
"202405030749-609","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,3,"749",609,"E",25.14005114,-80.74865299,"5/3/2024","Whipray",6858,6859,2,385.1460827,601,601.7449035,"Calm","Sunny","See bottom","IS, JG, KS, RC",3,7,109.22,24.9,26.385,84.7,5.92,0.69,NA,NA,NA,5,NA,NA,13.3333333333333,NA,1.11111111111111,NA,0,5,2.22222222222222
"202405030758-301","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2024,5,3,"758",301,"E",25.12820877,-80.74020831,"5/3/2024","Whipray",6860,6861,2,388.6002231,600,607.1415867,"Calm","Sunny","See bottom","IS, JG, KS, RC",5,4,162.56,26.89,26.327,89.1,6.16,0.75,NA,NA,NA,NA,NA,NA,14,NA,0,NA,0,3.33333333333333,6.66666666666667
