"keyfield","com_nm","sci_nm","count","bulk_wt"
"202409091015-022","Pinfish","Lagodon rhomboides",25,219.84
"202409091015-022","Rainwater Killifish","Lucania parva",18,3.53
"202409091015-022","Sargassum Swimming Crab","Portunus sayi",2,1.91
"202409091015-022","Silver Perch","Bairdiella chrysoura",6,37.19
"202409091015-022","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.26
"202409091015-022","White Grunt","Haemulon plumierii",25,51.03
"202409091205-123","Dwarf Seahorse","Hippocampus zosterae",6,0.28
"202409091205-123","Fringed Filefish","Monacanthus ciliatus",2,5.77
"202409091205-123","Gulf Pipefish","Syngnathus scovelli",8,2.06
"202409091205-123","Mojarra Spp","Eucinostomus spp",12,21.65
"202409091205-123","Pinfish","Lagodon rhomboides",4,42.07
"202409091205-123","Rainwater Killifish","Lucania parva",25,3.06
"202409091205-123","White Grunt","Haemulon plumierii",3,15.24
"202410051115-402","Clown Goby","Microgobius gulosus",1,0.16
"202410051115-402","Dwarf Seahorse","Hippocampus zosterae",1,0.06
"202410051115-402","Fringed Pipefish","Anarchopterus criniger",1,0.16
"202410051115-402","Goldspotted Killifish","Floridichthys carpio",12,2.67
"202410051115-402","Gulf Pipefish","Syngnathus scovelli",2,0.56
"202410051115-402","Gulf Toadfish","Opsanus beta",1,0.91
"202410051115-402","Mojarra Spp","Eucinostomus spp",25,53.84
"202410051115-402","Rainwater Killifish","Lucania parva",1,0.14
"202410051224-618","Clown Goby","Microgobius gulosus",5,0.46
"202410051224-618","Dwarf Seahorse","Hippocampus zosterae",1,0.07
"202410051224-618","Fringed Pipefish","Anarchopterus criniger",2,0.24
"202410051224-618","Goldspotted Killifish","Floridichthys carpio",2,0.06
"202410051224-618","Gulf Pipefish","Syngnathus scovelli",1,0.16
"202410051224-618","Mojarra Spp","Eucinostomus spp",25,41.32
"202410051224-618","Rainwater Killifish","Lucania parva",4,0.48
"202410051458-270","Bay Anchovy","Anchoa mitchilli",24,8.31
"202410051458-270","Clown Goby","Microgobius gulosus",1,0.03
"202410051458-270","Mojarra Spp","Eucinostomus spp",25,118.83
"202410051458-270","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.09
"202410060822-070","Bay Anchovy","Anchoa mitchilli",25,8.45
"202410060822-070","Blue Crab Spp","Callinectes spp",3,0.72
"202410060822-070","Flatback Mud Crab","Eurypanopeus depressus",1,0.16
"202410060822-070","Florida Grassflat Crab","Neopanope packardii",1,0.16
"202410060822-070","Gulf Pipefish","Syngnathus scovelli",3,0.56
"202410060822-070","Mojarra Spp","Eucinostomus spp",18,59.91
"202410061011-168","Bay Anchovy","Anchoa mitchilli",4,0.86
"202410061011-168","Code Goby","Gobiosoma robustum",1,0.12
"202410061011-168","Dwarf Seahorse","Hippocampus zosterae",1,0.06
"202410061011-168","Fringed Filefish","Monacanthus ciliatus",2,0.51
"202410061011-168","Goldspotted Killifish","Floridichthys carpio",1,0.11
"202410061011-168","Grass Porgy","Calamus arctifrons",2,13.82
"202410061011-168","Mojarra Spp","Eucinostomus spp",25,63.59
"202410061011-168","Pinfish","Lagodon rhomboides",4,48.54
"202410061011-168","Rainwater Killifish","Lucania parva",23,4.79
"202410061011-168","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.27
"202410061011-168","White Grunt","Haemulon plumierii",3,7.21
"202410061359-146","Dwarf Seahorse","Hippocampus zosterae",4,0.13
"202410061359-146","Mojarra Spp","Eucinostomus spp",10,5.13
"202410061359-146","Pinfish","Lagodon rhomboides",14,172.83
"202410061359-146","Rainwater Killifish","Lucania parva",25,3.88
"202410061431-123","Dusky Pipefish","Syngnathus floridae",1,0.29
"202410061431-123","Dwarf Seahorse","Hippocampus zosterae",1,0.03
"202410061431-123","Fringed Filefish","Monacanthus ciliatus",1,4.91
"202410061431-123","Gulf Pipefish","Syngnathus scovelli",4,1.35
"202410061431-123","Lane Snapper","Lutjanus synagris",1,9.01
"202410061431-123","Mojarra Spp","Eucinostomus spp",14,13.07
"202410061431-123","Pinfish","Lagodon rhomboides",2,19.54
"202410061431-123","Rainwater Killifish","Lucania parva",25,4.11
"202410061534-022","Atlantic Spadefish","Chaetodipterus faber",14,256.34
"202410061534-022","Fringed Filefish","Monacanthus ciliatus",1,3.59
"202410061534-022","Lane Snapper","Lutjanus synagris",2,10.15
"202410061534-022","Mojarra Spp","Eucinostomus spp",25,130.08
"202410061534-022","White Grunt","Haemulon plumierii",2,12.44
"202410071045-241","Bay Anchovy","Anchoa mitchilli",2,1.16
"202410071045-241","Dwarf Seahorse","Hippocampus zosterae",4,0.26
"202410071045-241","Gulf Pipefish","Syngnathus scovelli",4,0.88
"202410071045-241","Mojarra Spp","Eucinostomus spp",25,43.23
"202410071045-241","Rainwater Killifish","Lucania parva",2,0.26
"202410071045-241","Striped Burrfish","Chilomycterus schoepfi",1,26.21
"202410071237-301","Bay Anchovy","Anchoa mitchilli",6,1.28
"202410071237-301","Brittle Star Spp","Ophiuroidea spp",1,0.04
"202410071237-301","Code Goby","Gobiosoma robustum",1,0.14
"202410071237-301","Florida Blenny","Chasmodes saburrae",1,1.98
"202410071237-301","Mojarra Spp","Eucinostomus spp",25,56.94
"202410071237-301","Rainwater Killifish","Lucania parva",2,0.55
"202410071323-266","Bay Anchovy","Anchoa mitchilli",1,0.28
"202410071323-266","Dwarf Seahorse","Hippocampus zosterae",2,0.06
"202410071323-266","Gulf Pipefish","Syngnathus scovelli",1,0.04
"202410071323-266","Mojarra Spp","Eucinostomus spp",17,30.01
"202410071323-266","Pinfish","Lagodon rhomboides",2,19.06
"202410071323-266","Rainwater Killifish","Lucania parva",23,2.87
"202410090944-314","Dwarf Seahorse","Hippocampus zosterae",2,0.07
"202410090944-314","Marbled Blenny","Paraclinus marmoratus",1,0.15
"202410090944-314","Mojarra Spp","Eucinostomus spp",16,72
"202411020908-266","Mojarra Spp","Eucinostomus spp",10,38.39
"202411020908-266","Rainwater Killifish","Lucania parva",1,0.19
"202411021029-270","Mojarra Spp","Eucinostomus spp",4,19.57
"202411021129-301","Gulf Pipefish","Syngnathus scovelli",1,0.21
"202411021129-301","Mojarra Spp","Eucinostomus spp",25,106.27
"202411021232-314","Clown Goby","Microgobius gulosus",1,0.05
"202411021232-314","Dwarf Seahorse","Hippocampus zosterae",1,0.02
"202411021232-314","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.08
"202411021446-402","Clown Goby","Microgobius gulosus",2,0.37
"202411021446-402","Dwarf Seahorse","Hippocampus zosterae",3,0.2
"202411021446-402","Goldspotted Killifish","Floridichthys carpio",2,0.49
"202411021446-402","Mojarra Spp","Eucinostomus spp",10,16.97
"202411021446-402","Rainwater Killifish","Lucania parva",2,0.34
"202411021535-618","Dwarf Seahorse","Hippocampus zosterae",3,0.22
"202411021535-618","Fringed Pipefish","Anarchopterus criniger",7,0.82
"202411021822-241","Bay Anchovy","Anchoa mitchilli",3,1.37
"202411021822-241","Florida Grassflat Crab","Neopanope packardii",1,0.33
"202411021822-241","Fringed Pipefish","Anarchopterus criniger",1,0.07
"202411021822-241","Mojarra Spp","Eucinostomus spp",3,8.44
"202411030744-070","Clown Goby","Microgobius gulosus",3,0.32
"202411030744-070","Dwarf Seahorse","Hippocampus zosterae",2,0.08
"202411030744-070","Gulf Pipefish","Syngnathus scovelli",2,0.59
"202411030744-070","Lined Sole","Achirus lineatus",2,1.18
"202411030744-070","Longnose Spider Crab","Libinia dubia",3,6.43
"202411030744-070","Mojarra Spp","Eucinostomus spp",6,24.75
"202411030744-070","Mud Crab Spp","Panopeidae spp",1,0.09
"202411030832-168","Dwarf Seahorse","Hippocampus zosterae",2,0.06
"202411030832-168","Fringed Filefish","Monacanthus ciliatus",5,27.62
"202411030832-168","Gulf Pipefish","Syngnathus scovelli",2,0.36
"202411030832-168","Mojarra Spp","Eucinostomus spp",26,22.41
"202411030832-168","Pinfish","Lagodon rhomboides",1,15.01
"202411030832-168","Rainwater Killifish","Lucania parva",17,2.79
"202411030832-168","White Grunt","Haemulon plumierii",2,9.87
"202411031006-022","Dusky Pipefish","Syngnathus floridae",8,1.86
"202411031006-022","Dwarf Seahorse","Hippocampus zosterae",1,0.05
"202411031006-022","Fringed Pipefish","Anarchopterus criniger",1,0.09
"202411031006-022","Gray Pitho Crab","Pitho mirabilis",1,0.08
"202411031006-022","Sargassum Pipefish","Syngnathus pelagicus",2,0.51
"202411031129-123","Bay Anchovy","Anchoa mitchilli",1,0.06
"202411031129-123","Dwarf Seahorse","Hippocampus zosterae",3,0.11
"202411031129-123","Gulf Pipefish","Syngnathus scovelli",4,0.77
"202411031129-123","Mojarra Spp","Eucinostomus spp",25,29.61
"202411031129-123","Pinfish","Lagodon rhomboides",3,43.21
"202411031129-123","Rainwater Killifish","Lucania parva",7,1.32
"202411031129-123","Sargassum Pipefish","Syngnathus pelagicus",1,0.17
"202411031129-123","White Grunt","Haemulon plumierii",4,30.44
"202411031221-146","Bay Anchovy","Anchoa mitchilli",2,0.08
"202411031221-146","Blue Crab","Callinectes sapidus",1,0.14
"202411031221-146","Dwarf Seahorse","Hippocampus zosterae",1,0
"202411031221-146","Gulf Pipefish","Syngnathus scovelli",3,0.25
"202411031221-146","Mojarra Spp","Eucinostomus spp",15,14.48
"202411031221-146","Pinfish","Lagodon rhomboides",1,11.54
"202411031221-146","Rainwater Killifish","Lucania parva",12,1.73
"202412190859-168","Dwarf Seahorse","Hippocampus zosterae",5,0.25
"202412190859-168","Flatback Mud Crab","Eurypanopeus depressus",1,0.19
"202412190859-168","Fringed Filefish","Monacanthus ciliatus",6,30.4
"202412190859-168","Grass Squid","Pickfordiateuthis pulchella",1,0.15
"202412190859-168","Lane Snapper","Lutjanus synagris",3,14.77
"202412190859-168","Mojarra Spp","Eucinostomus spp",21,44.93
"202412190859-168","Pinfish","Lagodon rhomboides",1,13.17
"202412190859-168","Rainwater Killifish","Lucania parva",4,1.17
"202412190859-168","Sea Star Spp","Asteroidea spp",6,0.23
"202412190859-168","Silver Perch","Bairdiella chrysoura",6,1.65
"202412190859-168","White Grunt","Haemulon plumierii",2,19.43
"202412191011-146","Rainwater Killifish","Lucania parva",5,0.73
"202412191011-146","Scrawled Cowfish","Acanthostracion quadricornis",1,1.25
"202412191041-123","Dwarf Seahorse","Hippocampus zosterae",7,0.38
"202412191041-123","Marbled Blenny","Paraclinus marmoratus",1,1.92
"202412191041-123","Mojarra Spp","Eucinostomus spp",25,21.76
"202412191041-123","Rainwater Killifish","Lucania parva",25,5.74
"202412191406-022","Florida Grassflat Crab","Neopanope packardii",1,0.09
"202412191406-022","Lane Snapper","Lutjanus synagris",1,9.35
"202412191406-022","Mojarra Spp","Eucinostomus spp",5,25.98
"202412191406-022","Scrawled Cowfish","Acanthostracion quadricornis",1,10.67
"202412191406-022","White Grunt","Haemulon plumierii",2,10.87
"202412191522-070","Blue Crab","Callinectes sapidus",2,3.28
"202412191522-070","Brittle Star Spp","Ophiuroidea spp",3,0.66
"202412191522-070","Code Goby","Gobiosoma robustum",1,0.07
"202412191522-070","False Arrow Crab","Metoporhaphis calcarata",3,0.66
"202412191522-070","Flatback Mud Crab","Eurypanopeus depressus",11,2.83
"202412191522-070","Florida Grassflat Crab","Neopanope packardii",3,1.27
"202412191522-070","Inshore Lizardfish","Synodus foetens",2,0.83
"202412191522-070","Lane Snapper","Lutjanus synagris",2,4.69
"202412191522-070","Mojarra Spp","Eucinostomus spp",5,12.77
"202412191522-070","Pinfish","Lagodon rhomboides",2,12.35
"202412191522-070","Pink Purse Crab","Persephona crinita",1,0.13
"202412191522-070","Planehead Filefish","Stephanolepis hispidus",1,0.26
"202412191522-070","Speck-Claw Decorator Crab","Microphrys bicornutus",3,2.93
"202412200846-241","Code Goby","Gobiosoma robustum",1,0.25
"202412200846-241","Dwarf Seahorse","Hippocampus zosterae",7,0.47
"202412200846-241","Mojarra Spp","Eucinostomus spp",25,31.06
"202412200846-241","Rainwater Killifish","Lucania parva",3,1.09
"202412201029-270","Mojarra Spp","Eucinostomus spp",2,6.59
"202412201408-314","Clown Goby","Microgobius gulosus",1,0.04
"202412201521-402","Banded Blenny","Paraclinus fasciatus",1,0.83
"202412201521-402","Dwarf Seahorse","Hippocampus zosterae",6,0.3
"202412201521-402","Goldspotted Killifish","Floridichthys carpio",1,0.4
"202412201521-402","Mojarra Spp","Eucinostomus spp",6,6.88
"202412201521-402","Rainwater Killifish","Lucania parva",3,0.77
"202412201647-618","Bay Anchovy","Anchoa mitchilli",2,0.12
"202412201647-618","Mojarra Spp","Eucinostomus spp",1,0.83
"202412201720-301","Florida Grassflat Crab","Neopanope packardii",1,0.31
"202412201720-301","Lined Sole","Achirus lineatus",1,0.71
"202412201720-301","Mojarra Spp","Eucinostomus spp",2,7.46
"202412201754-266","Code Goby","Gobiosoma robustum",1,0.24
"202412201754-266","Dwarf Seahorse","Hippocampus zosterae",1,0.07
"202412201754-266","Mojarra Spp","Eucinostomus spp",12,14.94
"202412201754-266","Sea Star Spp","Asteroidea spp",2,0.75
"202412201754-266","Silver Perch","Bairdiella chrysoura",1,0.32
"202505231413-266","Code Goby","Gobiosoma robustum",1,0.03
"202505231413-266","Dwarf Seahorse","Hippocampus zosterae",5,0.2
"202505231413-266","Gulf Pipefish","Syngnathus scovelli",2,0.45
"202505231413-266","Gulf Toadfish","Opsanus beta",1,0.24
"202505231413-266","Mojarra Spp","Eucinostomus spp",5,9.03
"202505231413-266","Rainwater Killifish","Lucania parva",6,0.42
"202505231413-266","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.21
"202505231504-070","Code Goby","Gobiosoma robustum",3,1.38
"202505231504-070","Dwarf Seahorse","Hippocampus zosterae",1,0.02
"202505231504-070","Florida Blenny","Chasmodes saburrae",1,1.19
"202505231504-070","Grunt Spp","Haemulon spp",3,0.83
"202505231504-070","Inshore Lizardfish","Synodus foetens",1,3.57
"202505231504-070","Mojarra Spp","Eucinostomus spp",36,17.933
"202505231504-070","Pigfish","Orthopristis chrysoptera",7,19.68
"202505231504-070","Pinfish","Lagodon rhomboides",54,114.346
"202505231504-070","Rainwater Killifish","Lucania parva",4,0.97
"202505231504-070","Sheepshead","Archosargus probatocephalus",1,2.07
"202505231504-070","Silver Perch","Bairdiella chrysoura",14,19.39
"202505231504-070","Striped Burrfish","Chilomycterus schoepfi",1,6.81
"202505231504-070","Dusky Pipefish","Syngnathus floridae",2,0.6
"202505231504-070","Gulf Pipefish","Syngnathus scovelli",17,6.66
"202505231504-070","Pipefish Spp","Syngnathidae spp",1,0
"202505231504-070","Sargassum Pipefish","Syngnathus pelagicus",1,0.29
"202505240915-168","Dusky Pipefish","Syngnathus floridae",1,0.34
"202505240915-168","Dwarf Seahorse","Hippocampus zosterae",2,0.18
"202505240915-168","Gulf Pipefish","Syngnathus scovelli",4,0.88
"202505240915-168","Inshore Lizardfish","Synodus foetens",1,2.02
"202505240915-168","Mojarra Spp","Eucinostomus spp",25,8.3
"202505240915-168","Pigfish","Orthopristis chrysoptera",11,45.03
"202505240915-168","Pinfish","Lagodon rhomboides",23,58.38
"202505240915-168","Rainwater Killifish","Lucania parva",86,16.828
"202505240915-168","Sheepshead","Archosargus probatocephalus",1,1.42
"202505240915-168","Silver Perch","Bairdiella chrysoura",15,14.6
"202505241014-146","Fringed Pipefish","Anarchopterus criniger",1,0.11
"202505241014-146","Gulf Pipefish","Syngnathus scovelli",2,0.24
"202505241015-146","Pinfish","Lagodon rhomboides",2,11.28
"202505241015-146","Rainwater Killifish","Lucania parva",17,3.28
"202505241015-146","Silver Perch","Bairdiella chrysoura",2,1.05
"202505241107-123","Florida Blenny","Chasmodes saburrae",1,0.18
"202505241107-123","Gulf Toadfish","Opsanus beta",1,0.25
"202505241107-123","Marbled Blenny","Paraclinus marmoratus",1,1
"202505241107-123","Mojarra Spp","Eucinostomus spp",1,0.21
"202505241107-123","Rainwater Killifish","Lucania parva",23,2.04
"202505241107-123","Silver Perch","Bairdiella chrysoura",5,6.63
"202505241107-123","White Grunt","Haemulon plumierii",2,13.39
"202505241322-022","Atlantic Needlefish","Strongylura marina",1,0.17
"202505241322-022","Silver Perch","Bairdiella chrysoura",1,0.41
"202505250855-314","Dwarf Seahorse","Hippocampus zosterae",4,0.16
"202505250855-314","Rainwater Killifish","Lucania parva",2,0.22
"202505250947-618","Brotula Spp","Brotula spp",2,0.1
"202505250947-618","Code Goby","Gobiosoma robustum",1,0.49
"202505250947-618","Dusky Pipefish","Syngnathus floridae",2,0.42
"202505250947-618","Dwarf Seahorse","Hippocampus zosterae",3,0.08
"202505250947-618","Goldspotted Killifish","Floridichthys carpio",1,0.7
"202505250947-618","Gulf Toadfish","Opsanus beta",2,0.16
"202505250947-618","Mojarra Spp","Eucinostomus spp",3,13.45
"202505250947-618","Rainwater Killifish","Lucania parva",2,0.62
"202505251027-402","Atlantic Needlefish","Strongylura marina",1,0.03
"202505251027-402","Clown Goby","Microgobius gulosus",2,0.35
"202505251027-402","Dusky Pipefish","Syngnathus floridae",1,0.18
"202505251027-402","Dwarf Seahorse","Hippocampus zosterae",1,0.03
"202505251027-402","Fringed Pipefish","Anarchopterus criniger",1,0.01
"202505251027-402","Goldspotted Killifish","Floridichthys carpio",15,3.88
"202505251027-402","Gulf Pipefish","Syngnathus scovelli",1,0.35
"202505251027-402","Rainwater Killifish","Lucania parva",1,0.14
"202505251027-402","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.28
"202505251502-270","Dusky Pipefish","Syngnathus floridae",1,0.73
"202505251502-270","Dwarf Seahorse","Hippocampus zosterae",4,0.4
"202505251502-270","Gulf Toadfish","Opsanus beta",1,1.63
"202505251502-270","Mojarra Spp","Eucinostomus spp",26,75.615
"202505260949-301","Dwarf Seahorse","Hippocampus zosterae",4,0.18
"202505260949-301","Florida Grassflat Crab","Neopanope packardii",1,1.88
"202505260949-301","Fringed Pipefish","Anarchopterus criniger",1,0.24
"202505260949-301","Gulf Pipefish","Syngnathus scovelli",1,0.37
"202505260949-301","Halfbeak Spp","Beloniformes spp",1,0.01
"202505260949-301","Mojarra Spp","Eucinostomus spp",2,5.04
"202505260949-301","Silver Perch","Bairdiella chrysoura",1,2.59
"202505261232-241","Dwarf Seahorse","Hippocampus zosterae",4,0.26
"202505261232-241","Gulf Pipefish","Syngnathus scovelli",3,0.91
"202505261232-241","Pipefish Spp","Syngnathidae spp",1,0
"202505261232-241","Rainwater Killifish","Lucania parva",16,3.47
"202506161417-301","Clown Goby","Microgobius gulosus",1,0
"202506161417-301","Code Goby","Gobiosoma robustum",1,0.13
"202506161417-301","Dwarf Seahorse","Hippocampus zosterae",1,0.09
"202506161417-301","Florida Grassflat Crab","Neopanope packardii",1,0.35
"202506161417-301","Fringed Pipefish","Anarchopterus criniger",1,0.06
"202506161417-301","Gulf Pipefish","Syngnathus scovelli",3,0.73
"202506161417-301","Sargassum Pipefish","Syngnathus pelagicus",1,0.26
"202506171254-402","Atlantic Needlefish","Strongylura marina",2,0.06
"202506171254-402","Clown Goby","Microgobius gulosus",2,0.21
"202506171254-402","Dwarf Seahorse","Hippocampus zosterae",19,0.95
