"keyfield","sport_num","stom_spec","standard","total","wt_wstom","wt_wostom","blk_wt","blk_vol","cat","cat_wt","cat_vol","food_id","food_ord","food_fam","food_count","food_wt","food_tl","food_sl","food_cl"
"202310080932-241",61,"Cynoscion nebulosus",26.82,31.41,0.213,0.193,0.001,0.001,"Misc",0.001,0.05,"UN ID Mush",NA,NA,1,0.001,NA,NA,NA
"202310080110-268",120,"Cynoscion nebulosus",50.94,61.91,2.583,2.238,0.74,0.74,"Arthropoda",0.002,0.01,"Amphipod spp","Amphipoda",NA,7,0.002,NA,NA,NA
"202310080110-268",121,"Cynoscion nebulosus",56.53,68.39,3.276,2.872,0.126,0.126,"Crustacean",0.126,0.5,"Amphipod spp","Amphipoda",NA,9,0.006,NA,NA,NA
"202310080110-268",122,"Cynoscion nebulosus",65.34,79.84,5.031,4.755,0.19,0.19,"Crustacean",0.19,0.36,"Amphipod spp","Amphipoda",NA,2,0.001,NA,NA,NA
"202310080110-268",119,"Cynoscion nebulosus",52.06,62.59,2.497,2.308,0.092,0.092,"Crustacean",0.092,0.25,"Caridean spp","Decapoda",NA,3,0.02,NA,NA,NA
"202310080110-268",120,"Cynoscion nebulosus",50.94,61.91,2.583,2.238,0.74,0.74,"Crustacean",0.072,0.34,"Caridean spp","Decapoda",NA,8,0.04,NA,NA,NA
"202310080110-268",121,"Cynoscion nebulosus",56.53,68.39,3.276,2.872,0.126,0.126,"Crustacean",0.126,0.5,"Caridean spp","Decapoda",NA,11,0.086,NA,NA,NA
"202310080110-268",122,"Cynoscion nebulosus",65.34,79.84,5.031,4.755,0.19,0.19,"Crustacean",0.19,0.36,"Caridean spp","Decapoda",NA,12,0.098,NA,NA,NA
"202310080110-268",120,"Cynoscion nebulosus",50.94,61.91,2.583,2.238,0.74,0.74,"Crustacean",0.072,0.34,"Hippolyte pleuroconthus","Decapoda","Hippolytidae",1,0.002,NA,NA,NA
"202310080110-268",121,"Cynoscion nebulosus",56.53,68.39,3.276,2.872,0.126,0.126,"Crustacean",0.126,0.5,"Hippolyte spp","Decapoda","Hippolytidae",1,0.007,NA,NA,NA
"202310080110-268",119,"Cynoscion nebulosus",52.06,62.59,2.497,2.308,0.092,0.092,"Crustacean",0.092,0.25,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.028,15.83,NA,3.27
"202310080110-268",119,"Cynoscion nebulosus",52.06,62.59,2.497,2.308,0.092,0.092,"Crustacean",0.092,0.25,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.018,13.6,NA,2.53
"202310080110-268",119,"Cynoscion nebulosus",52.06,62.59,2.497,2.308,0.092,0.092,"Crustacean",0.092,0.25,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.007,11.22,NA,2.57
"202310080110-268",120,"Cynoscion nebulosus",50.94,61.91,2.583,2.238,0.74,0.74,"Crustacean",0.072,0.34,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.009,9.69,NA,2.87
"202310080110-268",120,"Cynoscion nebulosus",50.94,61.91,2.583,2.238,0.74,0.74,"Crustacean",0.072,0.34,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.008,9.46,NA,2.46
"202310080110-268",120,"Cynoscion nebulosus",50.94,61.91,2.583,2.238,0.74,0.74,"Crustacean",0.072,0.34,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.006,8.65,NA,2.51
"202310080110-268",120,"Cynoscion nebulosus",50.94,61.91,2.583,2.238,0.74,0.74,"Crustacean",0.072,0.34,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.007,8.78,NA,2.67
"202310080110-268",121,"Cynoscion nebulosus",56.53,68.39,3.276,2.872,0.126,0.126,"Crustacean",0.126,0.5,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.01,9.29,NA,2.88
"202310080110-268",121,"Cynoscion nebulosus",56.53,68.39,3.276,2.872,0.126,0.126,"Crustacean",0.126,0.5,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.017,12.02,NA,3.26
"202310080110-268",122,"Cynoscion nebulosus",65.34,79.84,5.031,4.755,0.19,0.19,"Crustacean",0.19,0.36,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.013,9.71,NA,2.79
"202310080110-268",122,"Cynoscion nebulosus",65.34,79.84,5.031,4.755,0.19,0.19,"Crustacean",0.19,0.36,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.01,8.98,NA,2.32
"202310081022-269",21,"Cynoscion nebulosus",51.19,60.1,2.369,2.07,0.097,0.097,"Arthropoda",0.01,0.07,"Amphipod spp","Amphipoda",NA,8,0.009,NA,NA,NA
"202310081022-269",21,"Cynoscion nebulosus",51.19,60.1,2.369,2.07,0.097,0.097,"Arthropoda",0.01,0.07,"Arthropod spp",NA,NA,5,0.001,NA,NA,NA
"202310081022-269",19,"Cynoscion nebulosus",57.11,66.19,2.916,2.601,0.064,0.064,"Crustacean",0.064,0.06,"Caridean spp","Decapoda",NA,10,0.05,NA,NA,NA
"202310081022-269",20,"Cynoscion nebulosus",53.19,63.61,2.523,2.277,0.037,0.037,"Crustacean",0.037,0.06,"Caridean spp","Decapoda",NA,1,0.001,NA,NA,NA
"202310081022-269",21,"Cynoscion nebulosus",51.19,60.1,2.369,2.07,0.097,0.097,"Crustacean",0.087,0.35,"Caridean spp","Decapoda",NA,5,0.038,NA,NA,NA
"202310081022-269",19,"Cynoscion nebulosus",57.11,66.19,2.916,2.601,0.064,0.064,"Crustacean",0.064,0.06,"Hippolyte zostericola","Decapoda","Hippolytidae",2,0.014,NA,NA,NA
"202310081022-269",20,"Cynoscion nebulosus",53.19,63.61,2.523,2.277,0.037,0.037,"Crustacean",0.037,0.06,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.011,10.75,NA,2.25
"202310081022-269",20,"Cynoscion nebulosus",53.19,63.61,2.523,2.277,0.037,0.037,"Crustacean",0.037,0.06,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.008,12.4,NA,NA
"202310081022-269",20,"Cynoscion nebulosus",53.19,63.61,2.523,2.277,0.037,0.037,"Crustacean",0.037,0.06,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.006,11.8,NA,NA
"202310081022-269",20,"Cynoscion nebulosus",53.19,63.61,2.523,2.277,0.037,0.037,"Crustacean",0.037,0.06,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.006,NA,NA,NA
"202310081022-269",20,"Cynoscion nebulosus",53.19,63.61,2.523,2.277,0.037,0.037,"Crustacean",0.037,0.06,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.005,NA,NA,NA
"202310081022-269",21,"Cynoscion nebulosus",51.19,60.1,2.369,2.07,0.097,0.097,"Crustacean",0.087,0.35,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.011,12.28,NA,2.6
"202310081022-269",21,"Cynoscion nebulosus",51.19,60.1,2.369,2.07,0.097,0.097,"Crustacean",0.087,0.35,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.005,NA,NA,NA
"202310081022-269",21,"Cynoscion nebulosus",51.19,60.1,2.369,2.07,0.097,0.097,"Crustacean",0.087,0.35,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.008,10.62,NA,2.53
"202310081022-269",21,"Cynoscion nebulosus",51.19,60.1,2.369,2.07,0.097,0.097,"Crustacean",0.087,0.35,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.008,NA,NA,NA
"202310081022-269",21,"Cynoscion nebulosus",51.19,60.1,2.369,2.07,0.097,0.097,"Crustacean",0.087,0.35,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.007,NA,NA,NA
"202310081022-269",21,"Cynoscion nebulosus",51.19,60.1,2.369,2.07,0.097,0.097,"Crustacean",0.087,0.35,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.002,NA,NA,NA
"202310081022-269",21,"Cynoscion nebulosus",51.19,60.1,2.369,2.07,0.097,0.097,"Crustacean",0.087,0.35,"Thor spp","Decapoda","Thoridae",1,0.008,9.11,NA,2.08
"202310081100-283",124,"Cynoscion nebulosus",63.83,74.09,3.983,3.759,0.065,0.065,"Crustacean",0.065,0.1,"Caridean spp","Decapoda",NA,5,0.065,NA,NA,NA
"202310090729-070",1,"Lutjanus synagris",80.71,99.89,14.393,13.046,0.492,0.492,"Crustacean",0.358,0.5,"Caridean spp","Decapoda",NA,4,0.05,NA,NA,NA
"202310090729-070",1,"Lutjanus synagris",80.71,99.89,14.393,13.046,0.492,0.492,"Fish",0.148,0.2,"Engraulidae spp","Clupeiformes","Engraulidae",1,0.089,27.73,23,NA
"202310090729-070",1,"Lutjanus synagris",80.71,99.89,14.393,13.046,0.492,0.492,"Fish",0.148,0.2,"Engraulidae spp","Clupeiformes","Engraulidae",1,0.059,25.38,21.59,NA
"202310090729-070",1,"Lutjanus synagris",80.71,99.89,14.393,13.046,0.492,0.492,"Crustacean",0.358,0.5,"Penaeid spp","Decapoda","Penaeidae",1,0.182,NA,NA,6.98
"202310090729-070",1,"Lutjanus synagris",80.71,99.89,14.393,13.046,0.492,0.492,"Crustacean",0.358,0.5,"Penaeid spp","Decapoda","Penaeidae",2,0.126,NA,NA,NA
"202310090840-168",51,"Lutjanus synagris",42.08,50.72,1.525,1.415,0.005,0.005,"Crustacean",0.005,0.05,"Caridean spp","Decapoda",NA,1,0.005,NA,NA,NA
"202310090840-168",118,"Calamus arctifrons",68.82,84.52,9.261,8.993,0.043,0.043,"Misc",0.043,0.1,"UN ID Mush",NA,NA,1,0.043,NA,NA,NA
"202311270733-279",60,"Cynoscion nebulosus",42.09,50.3,1.073,1.023,0.012,0.012,"Crustacean",0.012,0.1,"Caridean spp","Decapoda",NA,1,0.008,NA,NA,NA
"202311270733-279",60,"Cynoscion nebulosus",42.09,50.3,1.073,1.023,0.012,0.012,"Crustacean",0.012,0.1,"Penaeid spp","Decapoda","Penaeidae",2,0.004,NA,NA,NA
"202311270846-240",49,"Cynoscion nebulosus",34.11,40.85,0.7,0.566,0.038,0.038,"Crustacean",0.038,0.015,"Caridean spp","Decapoda",NA,5,0.03,NA,NA,NA
"202311270846-240",49,"Cynoscion nebulosus",34.11,40.85,0.7,0.566,0.038,0.038,"Crustacean",0.038,0.015,"Thor spp","Decapoda","Thoridae",1,0.008,NA,NA,NA
"202311271053-270",82,"Sphyraena barracuda",72.95,84.59,2.957,2.669,0.128,0.128,"Fish",0.128,0.2,"UN ID",NA,NA,1,0.128,NA,NA,NA
"202311271453-618",9,"Sphyraena barracuda",57.77,66.78,1.284,1.223,0.02,0.02,"Fish",0.02,0.1,"UN ID",NA,NA,1,0.02,NA,NA,NA
NA,26,"Cynoscion nebulosus",41.74,52.18,1.17,1.06,0.025,0.025,"Crustacean",0.025,0.1,"Caridean spp","Decapoda",NA,3,0.025,NA,NA,NA
NA,59,"Cynoscion nebulosus",19.93,24.16,0.12,0.1,0.001,0.001,"Misc",0.001,0,"UNID",NA,NA,1,0.001,NA,NA,NA
"202405041357-147",30,"Cynoscion nebulosus",32.42,26.63,0.285,0.248,0.001,0.05,"Crustacean",0.001,0.05,"UNID Crustacean",NA,NA,1,0.001,NA,NA,NA
"202406091753-291",24,"Cynoscion nebulosus",26.18,21.71,0.145,0.124,0.003,0.05,"Crustacean",0.003,0.05,"Caridean spp","Decapoda",NA,1,0.003,NA,NA,NA
"202406091753-291",25,"Cynoscion nebulosus",34.28,27.74,0.366,0.331,0.008,0.05,"Fish",0.008,0.05,"Caridean spp","Decapoda",NA,3,0.008,NA,NA,NA
"202406091353-323",26,"Cynoscion nebulosus",46.06,38.09,0.771,0.712,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202406091714-301",47,"Cynoscion nebulosus",48.41,39.22,0.943,0.875,0.015,0.1,"Crustacean",0.015,0.1,"Caridean spp","Decapoda",NA,2,0.015,NA,NA,NA
"202407111042-282",14,"Cynoscion nebulosus",81.79,68.51,4.74,4.45,0.05,0.15,"Crustacean",0.05,0.15,"Caridean spp","Decapoda",NA,2,0.031,NA,NA,NA
"202407111042-282",14,"Cynoscion nebulosus",81.79,68.51,4.74,4.45,0.05,0.15,"Crustacean",0.05,0.15,"Decapoda spp","Decapoda",NA,1,0.019,NA,NA,NA
"202407111125-609",45,"Cynoscion nebulosus",71.77,58.96,3.027,2.994,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202407111834-314",48,"Cynoscion nebulosus",40.59,33.73,0.533,0.477,0.007,0.05,"Fish",0.007,0.05,"UNID Fish",NA,NA,1,0.007,NA,NA,NA
"202407121344-108",17,"Cynoscion nebulosus",46.96,38.9,0.961,0.851,0.012,0.05,"Crustacean",0.012,0.05,"Caridean spp","Decapoda",NA,1,0.012,NA,NA,NA
"202407121344-108",18,"Cynoscion nebulosus",25.56,21.7,0.142,0.123,0.005,0.05,"Crustacean",0.005,0.05,"Caridean spp","Decapoda",NA,1,0.005,NA,NA,NA
"202407120859-168",23,"Cynoscion nebulosus",21.81,18.4,0.085,0.07,0.003,0.05,"Crustacean",0.003,0.05,"Caridean spp","Decapoda",NA,1,0.003,NA,NA,NA
"202407131035-237",15,"Cynoscion nebulosus",44.54,37.2,0.858,0.745,0.014,0.05,"Crustacean",0.014,0.05,"Caridean spp","Decapoda",NA,1,0.014,NA,NA,NA
"202407131035-237",16,"Cynoscion nebulosus",61.1,50.53,2.051,1.806,0.073,0.25,"Fish",0.056,0.15,"UNID Fish",NA,NA,1,0.056,NA,NA,NA
"202407131035-237",16,"Cynoscion nebulosus",61.1,50.53,2.051,1.806,0.073,0.25,"Crustacean",0.017,0.1,"Caridean spp","Decapoda",NA,1,0.017,NA,NA,NA
"202407131204-226",19,"Cynoscion nebulosus",28.51,23.85,0.21,0.167,0.009,0.1,"Crustacean",0.009,0.1,"Decapoda spp","Decapoda",NA,1,0.009,NA,NA,NA
"202407131417-269",46,"Cynoscion nebulosus",69.5,57.88,3.538,3.445,0.055,0.15,"Crustacean",0.055,0.15,"Caridean spp","Decapoda",NA,5,0.055,NA,NA,NA
"202408100858-312",1,"Cynoscion nebulosus",43.66,36.11,0.74,0.694,0.034,0.1,"Crustacean",0.034,0.1,"Caridean spp","Decapoda",NA,3,0.034,NA,NA,NA
"202408111032-225",5,"Cynoscion nebulosus",27.72,23.38,0.157,0.124,0.011,0.05,"Crustacean",0.011,0.05,"Penaeid spp","Decapoda",NA,1,0.011,NA,NA,NA
"202408120923-119",8,"Cynoscion nebulosus",35.2,28.87,0.365,0.314,0.023,0.1,"Fish",0.008,0.05,"UNID Fish",NA,NA,1,0.008,NA,NA,NA
"202408120923-119",8,"Cynoscion nebulosus",35.2,28.87,0.365,0.314,0.023,0.1,"Crustacean",0.015,0.05,"Caridean spp","Decapoda",NA,2,0.014,NA,NA,NA
"202408120923-119",8,"Cynoscion nebulosus",35.2,28.87,0.365,0.314,0.023,0.1,"Crustacean",0.015,0.05,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"202408120923-119",9,"Cynoscion nebulosus",65.51,54.09,2.477,2.322,0.066,0.2,"Crustacean",0.066,0.2,"Caridean spp","Decapoda",NA,5,0.04,NA,NA,NA
"202408120923-119",9,"Cynoscion nebulosus",65.51,54.09,2.477,2.322,0.066,0.2,"Crustacean",0.066,0.2,"Hippolyte zostericola","Decapoda","Hippolytidae",2,0.026,NA,NA,NA
"202408121127-123",36,"Cynoscion nebulosus",50.53,41.08,1.077,0.981,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202409081133-609",20,"Cynoscion nebulosus",32.97,26.92,0.32,0.274,0.01,0.05,"Fish",0.01,0.05,"UNID Fish",NA,NA,6,0.01,NA,NA,NA
"202409081133-609",21,"Cynoscion nebulosus",40.24,33.35,0.558,0.525,0.006,0.05,"Fish",0.006,0.05,"UNID Fish",NA,NA,1,0.006,NA,NA,NA
"202409081133-609",22,"Cynoscion nebulosus",42.35,35.66,0.644,0.606,0.007,0.05,"Fish",0.003,0.025,"UNID Fish",NA,NA,1,0.003,NA,NA,NA
"202409081133-609",22,"Cynoscion nebulosus",42.35,35.66,0.644,0.606,0.007,0.05,"Crustacean",0.004,0.025,"Caridean spp","Decapoda",NA,1,0.004,NA,NA,NA
"202409081133-609",2,"Cynoscion nebulosus",70.86,58.64,3.056,2.911,0.015,0.05,"Crustacean",0.015,0.05,"Caridean spp","Decapoda",NA,1,0.015,NA,NA,NA
"202409081042-268",4,"Cynoscion nebulosus",87.7,75.05,6.225,6.018,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202409081430-257",6,"Cynoscion nebulosus",57.23,48.02,1.619,1.551,0.016,0.05,"Crustacean",0.016,0.05,"Caridean spp","Decapoda",NA,2,0.016,NA,NA,NA
"202409081430-257",7,"Cynoscion nebulosus",84.12,68.26,5.21,4.982,0.024,0.1,"Crustacean",0.024,0.1,"Caridean spp","Decapoda",NA,1,0.024,NA,NA,NA
"202409081021-270",12,"Cynoscion nebulosus",91.07,74.87,6.745,6.327,0.164,0.25,"Crustacean",0.164,0.25,"Caridean spp","Decapoda",NA,18,0.164,NA,NA,NA
"202409081646-168",39,"Cynoscion nebulosus",34.54,28.04,0.251,0.222,0.003,0.05,"Fish",0.003,0.05,"UNID Fish",NA,NA,1,0.003,NA,NA,NA
"202409081801-070",40,"Cynoscion nebulosus",33.95,28.33,0.305,0.281,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202409081801-070",41,"Cynoscion nebulosus",35.52,29.29,0.365,0.319,0.002,0.05,"Crustacean",0.002,0.05,"UNID Crustacean",NA,NA,1,0.002,NA,NA,NA
"202409081801-070",42,"Cynoscion nebulosus",37.72,30.29,0.537,0.46,0.023,0.15,"Fish",0.023,0.15,"UNID Fish",NA,NA,1,0.023,NA,NA,NA
"202409081801-070",43,"Cynoscion nebulosus",41.13,34.74,0.595,0.538,0.004,0.05,"Crustacean",0.003,0.04,"Caridean spp","Decapoda",NA,1,0.002,NA,NA,NA
"202409081801-070",43,"Cynoscion nebulosus",41.13,34.74,0.595,0.538,0.004,0.05,"Crustacean",0.003,0.04,"Amphipod spp","Amphipoda",NA,2,0.001,NA,NA,NA
"202409081801-070",43,"Cynoscion nebulosus",41.13,34.74,0.595,0.538,0.004,0.05,"Misc",0.001,0.01,"UNID Mush",NA,NA,1,0.001,NA,NA,NA
"202409081801-070",44,"Cynoscion nebulosus",44.89,37.17,1.053,0.917,0.041,0.2,"Fish",0.021,0.1,"UNID Fish",NA,NA,1,0.021,NA,NA,NA
"202409081801-070",44,"Cynoscion nebulosus",44.89,37.17,1.053,0.917,0.041,0.2,"Crustacean",0.02,0.1,"UNID Crustacean",NA,NA,1,0.02,NA,NA,NA
"202409081801-070",49,"Cynoscion nebulosus",71.38,59.4,3.128,2.922,0.031,0.2,"Fish",0.031,0.2,"UNID Fish",NA,NA,1,0.031,NA,NA,NA
"202409081801-070",50,"Cynoscion nebulosus",73.67,60.33,3.121,3.031,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202409090729-143",3,"Cynoscion nebulosus",64.91,53.68,2.421,2.254,0.047,0.1,"Crustacean",0.047,0.1,"Caridean spp","Decapoda",NA,10,0.046,NA,NA,NA
"202409090729-143",3,"Cynoscion nebulosus",64.91,53.68,2.421,2.254,0.047,0.1,"Crustacean",0.047,0.1,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"202409091150-124",10,"Cynoscion nebulosus",66.38,54.8,2.951,2.667,0.032,0.1,"Crustacean",0.032,0.1,"Caridean spp","Decapoda",NA,4,0.032,NA,NA,NA
"202409091150-124",11,"Cynoscion nebulosus",61.21,50.03,1.923,1.799,0.037,0.1,"Crustacean",0.037,0.1,"Caridean spp","Decapoda",NA,3,0.037,NA,NA,NA
"202409091043-024",13,"Cynoscion nebulosus",42.05,35.84,0.572,0.519,0.002,0.05,"Crustacean",0.002,0.05,"Caridean spp","Decapoda",NA,1,0.002,NA,NA,NA
"202409091257-159",61,"Cynoscion nebulosus",46.17,37.54,0.797,0.745,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202410051625-280",35,"Cynoscion nebulosus",56.59,48.15,1.676,1.565,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202410061345-159",31,"Cynoscion nebulosus",22.42,18.65,0.089,0.074,0.001,0.05,"Crustacean",0.001,0.05,"UNID Crustacean",NA,NA,8,0.001,NA,NA,NA
"202410061345-159",32,"Cynoscion nebulosus",25.05,21.52,0.114,0.106,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202410061345-159",33,"Cynoscion nebulosus",50.47,40.66,0.99,0.927,0.001,0.05,"Misc",0.001,0.05,"UNID Mush",NA,NA,1,0.001,NA,NA,NA
"202410061345-159",34,"Cynoscion nebulosus",51.47,42.37,1.077,1.006,0.002,0.05,"Crustacean",0.002,0.05,"UNID Crustacean",NA,NA,2,0.002,NA,NA,NA
"202410061000-173",68,"Cynoscion nebulosus",55.02,45.55,1.721,1.452,0.088,0.7,"Crustacean",0.088,0.7,"Thor manningi","Decapoda","Thoridae",5,0.044,NA,NA,NA
"202410061000-173",68,"Cynoscion nebulosus",55.02,45.55,1.721,1.452,0.088,0.7,"Crustacean",0.088,0.7,"Caridean spp","Decapoda",NA,5,0.044,NA,NA,NA
"202410061422-122",71,"Cynoscion nebulosus",45.43,38.53,0.873,0.806,0.006,0.1,"Crustacean",0.006,0.1,"Caridean spp","Decapoda",NA,2,0.006,NA,NA,NA
"202410071110-253",28,"Cynoscion nebulosus",36.4,29.45,0.387,0.356,0.004,0.05,"Crustacean",0.004,0.05,"UNID Crustacean",NA,NA,1,0.004,NA,NA,NA
"202410070834-239",29,"Cynoscion nebulosus",65.41,52.86,2.58,2.328,0.082,0.3,"Fish",0.043,0.15,"Lucania parva","Cyprinodontiformes","Fundulidae",2,0.043,NA,NA,NA
"202410070834-239",29,"Cynoscion nebulosus",65.41,52.86,2.58,2.328,0.082,0.3,"Crustacean",0.039,0.15,"Caridean spp","Decapoda",NA,4,0.039,NA,NA,NA
"202410070908-240",37,"Cynoscion nebulosus",25.74,20.91,0.12,0.103,0.002,0.05,"Crustacean",0.002,0.05,"Penaeid spp","Decapoda",NA,1,0.002,NA,NA,NA
"202410070908-240",38,"Cynoscion nebulosus",30.45,24.39,0.248,0.198,0.022,0.1,"Crustacean",0.022,0.1,"Caridean spp","Decapoda",NA,4,0.018,NA,NA,NA
"202410070908-240",38,"Cynoscion nebulosus",30.45,24.39,0.248,0.198,0.022,0.1,"Crustacean",0.022,0.1,"Thor spp","Decapoda","Thoridae",1,0.004,NA,NA,NA
"202410071323-266",62,"Cynoscion nebulosus",24.53,19.67,0.117,0.1,0.001,0.05,"Crustacean",0.001,0.05,"Amphipod spp","Amphipoda",NA,8,0.001,NA,NA,NA
"202410071323-266",63,"Cynoscion nebulosus",27.07,22.59,0.151,0.133,0.001,0.05,"Crustacean",0.001,0.05,"Amphipod spp","Amphipoda",NA,3,5e-04,NA,NA,NA
"202410071323-266",63,"Cynoscion nebulosus",27.07,22.59,0.151,0.133,0.001,0.05,"Crustacean",0.001,0.05,"Caridean spp","Decapoda",NA,1,5e-04,NA,NA,NA
"202410071323-266",64,"Cynoscion nebulosus",38.47,30.92,0.463,0.42,0.009,0.1,"Crustacean",0.009,0.1,"Penaeid spp","Decapoda",NA,1,0.004,NA,NA,NA
"202410071323-266",64,"Cynoscion nebulosus",38.47,30.92,0.463,0.42,0.009,0.1,"Crustacean",0.009,0.1,"Caridean spp","Decapoda",NA,2,0.005,NA,NA,NA
"202410071323-266",65,"Cynoscion nebulosus",44.01,35.36,0.7,0.653,0.004,0.05,"Crustacean",0.004,0.05,"Penaeid spp","Decapoda",NA,1,0.004,NA,NA,NA
"202410071323-266",66,"Cynoscion nebulosus",58.35,48.35,1.938,1.834,0.021,0.15,"Crustacean",0.021,0.15,"Penaeid spp","Decapoda",NA,2,0.015,NA,NA,NA
"202410071323-266",66,"Cynoscion nebulosus",58.35,48.35,1.938,1.834,0.021,0.15,"Crustacean",0.021,0.15,"Caridean spp","Decapoda",NA,1,0.006,NA,NA,NA
"202410071323-266",67,"Cynoscion nebulosus",55.48,45.43,1.519,1.411,0.044,0.35,"Crustacean",0.044,0.35,"Penaeid spp","Decapoda",NA,3,0.024,NA,NA,NA
"202410071323-266",67,"Cynoscion nebulosus",55.48,45.43,1.519,1.411,0.044,0.35,"Crustacean",0.044,0.35,"Caridean spp","Decapoda",NA,4,0.02,NA,NA,NA
"202410071342-265",69,"Cynoscion nebulosus",32.49,26.57,0.331,0.289,0.005,0.05,"Crustacean",0.005,0.05,"Caridean spp","Decapoda",NA,4,0.005,NA,NA,NA
"202410071237-301",72,"Cynoscion nebulosus",50.56,41.43,1.139,1.051,0.01,0.05,"Crustacean",0.01,0.05,"UNID Crustacean",NA,NA,1,0.01,NA,NA,NA
"202411021316-323",53,"Cynoscion nebulosus",35.22,29.47,0.373,0.338,0.001,0.05,"Crustacean",0.001,0.05,"Caridean spp","Decapoda",NA,2,0.001,NA,NA,NA
"202411021813-254",70,"Cynoscion nebulosus",31.8,26.31,0.22,0.2,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202411031209-147",51,"Cynoscion nebulosus",71.27,59.81,3.241,3.086,0.032,0.25,"Crustacean",0.032,0.25,"Caridean spp","Decapoda",NA,5,0.032,NA,NA,NA
"202411031209-147",52,"Cynoscion nebulosus",86.47,73.09,5.318,5.118,0.051,0.35,"Crustacean",0.051,0.35,"Caridean spp","Decapoda",NA,3,0.051,NA,NA,NA
"202411031221-146",54,"Cynoscion nebulosus",20.65,17.43,0.066,0.053,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202411031221-146",55,"Cynoscion nebulosus",28.56,23.67,0.143,0.126,0.002,0.05,"Crustacean",0.002,0.05,"UNID Crustacean",NA,NA,1,0.002,NA,NA,NA
"202411031221-146",56,"Cynoscion nebulosus",38.71,30.15,0.43,0.399,0.004,0.05,"Crustacean",0.004,0.05,"UNID Crustacean",NA,NA,1,0.004,NA,NA,NA
"202411031221-146",57,"Cynoscion nebulosus",51.61,42.83,0.845,0.816,0,0,"EMPTY",0,0,"EMPTY",NA,NA,0,0,NA,NA,NA
"202411031129-123",58,"Cynoscion nebulosus",24.89,20.8,0.117,0.096,0.002,0.05,"Crustacean",0.002,0.05,"UNID Crustacean",NA,NA,1,0.002,NA,NA,NA
"202411031129-123",59,"Cynoscion nebulosus",26.58,22.05,0.13,0.098,0.007,0.05,"Crustacean",0.007,0.05,"Caridean spp","Decapoda",NA,2,0.007,NA,NA,NA
"202411031129-123",60,"Cynoscion nebulosus",52.66,42.96,1.088,1.039,0.013,0.1,"Crustacean",0.013,0.1,"Caridean spp","Decapoda",NA,4,0.013,NA,NA,NA
"202411030832-168",73,"Cynoscion nebulosus",18.55,16.28,0.049,0.034,0.002,0.05,"Misc",0.002,0.05,"UNID Mush",NA,NA,1,0.002,NA,NA,NA
"202412190820-172",27,"Cynoscion nebulosus",32.81,27.33,0.274,0.239,0.003,0.05,"Fish",0.003,0.05,"UNID Fish",NA,NA,1,0.003,NA,NA,NA
"202505240901-168",11,"Cynoscion nebulosus",40.17,45.1,0.929,0.807,0.013,0.1,"Crustacean",0.013,0.1,"Thor spp","Decapoda","Thoridae",1,0.013,NA,NA,2.7
"202505240901-168",12,"Cynoscion nebulosus",43.99,52.2,1.179,1.055,0.017,0.03,"Crustacean",0.017,0.03,"Caridean spp","Decapoda",NA,1,1e-04,NA,NA,NA
